timestamp,thrust,z,torque_x,torque_y,torque_z,roll,pitch,yaw,p,q,r,vx,vy,vz,mass,inertia_xx,inertia_yy,inertia_zz,trajectory_id
0.15,1.3273409605026245,-0.11365043371915817,9.930049600370694e-06,-7.092396117513999e-06,9.007374501379672e-06,0.014650796540081501,-0.007260547019541264,0.007194794248789549,0.15978406369686127,-0.07980174571275711,0.08013439178466797,0.0,0.0,-0.6682111024856567,0.068,6.86e-05,9.2e-05,0.0001366,0.0
0.16,1.3274086713790894,-0.12350379675626755,9.890251931210514e-06,-7.029040716588497e-06,8.933900971896946e-06,0.015719613060355186,-0.007814736105501652,0.007726653944700956,0.15873678028583527,-0.07925298064947128,0.07960748672485352,0.0,0.0,-0.7358911037445068,0.068,6.86e-05,9.2e-05,0.0001366,0.0
0.17,1.3274509906768799,-0.13310158252716064,9.815073099161964e-06,-6.966357886994956e-06,8.870966667018365e-06,0.016756033524870872,-0.008351952768862247,0.008241858333349228,0.15772031247615814,-0.07872220128774643,0.07909682393074036,0.0,0.0,-0.8013967275619507,0.068,6.86e-05,9.2e-05,0.0001366,0.0
0.18,1.3274667263031006,-0.14245426654815674,9.742453585204203e-06,-6.904819201736245e-06,8.816886293061543e-06,0.01776525191962719,-0.008875125087797642,0.00874296948313713,0.15672937035560608,-0.07820627838373184,0.07859969884157181,0.0,0.0,-0.8651450872421265,0.068,6.86e-05,9.2e-05,0.0001366,0.0
0.19,1.3274619579315186,-0.1516658067703247,9.660608156991657e-06,-6.844152721896535e-06,8.769861779001076e-06,0.0187522079795599,-0.009386715479195118,0.009232524782419205,0.1557592898607254,-0.077702596783638,0.07811371237039566,0.0,0.0,-0.9274671077728271,0.068,6.86e-05,9.2e-05,0.0001366,0.0
0.2,1.3274388313293457,-0.16077911853790283,9.575923286320176e-06,-6.784372999391053e-06,8.728661669010762e-06,0.019720977172255516,-0.009888877160847187,0.009712591767311096,0.15480616688728333,-0.07720889151096344,0.07763683050870895,0.0,0.0,-0.9886581897735596,0.068,6.86e-05,9.2e-05,0.0001366,0.0
0.21,1.3274003267288208,-0.16986286640167236,9.487777788308449e-06,-6.7253681663714815e-06,8.692139090271667e-06,0.02067519538104534,-0.01038349885493517,0.010185010731220245,0.1538664549589157,-0.07672315090894699,0.07716726511716843,0.0,0.0,-1.0489778518676758,0.068,6.86e-05,9.2e-05,0.0001366,0.0
0.22,1.3273483514785767,-0.1789647340774536,9.39786150411237e-06,-6.667099569312995e-06,8.659510058350861e-06,0.021618014201521873,-0.010872197337448597,0.010651376098394394,0.1529371589422226,-0.07624366134405136,0.07670345157384872,0.0,0.0,-1.1086512804031372,0.068,6.86e-05,9.2e-05,0.0001366,0.0
0.23,1.3272849321365356,-0.18812954425811768,9.306734682468232e-06,-6.609501724597067e-06,8.62985325511545e-06,0.022552190348505974,-0.011356418021023273,0.011113066226243973,0.1520155668258667,-0.07576891779899597,0.07624403387308121,0.0,0.0,-1.1678804159164429,0.068,6.86e-05,9.2e-05,0.0001366,0.0
0.24,1.3272117376327515,-0.19740498065948486,9.215384125127457e-06,-6.552523245773045e-06,8.60256204759935e-06,0.023480167612433434,-0.011837446130812168,0.011571329087018967,0.1510992795228958,-0.07529754936695099,0.07578779011964798,0.0,0.0,-1.226844310760498,0.068,6.86e-05,9.2e-05,0.0001366,0.0
